STOP DATE,AGENCY NAME,JURISDICTION,REASON FOR STOP,PERSON TYPE,RACE,ETHNICITY,AGE,GENDER,ENGLISH SPEAKING,ACTION TAKEN,SPECIFIC VIOLATION,VIRGINIA CRIME CODE,PERSON SEARCHED,VEHICLE SEARCHED,ADDITIONAL ARREST,FORCE USED BY OFFICER,RESIDENCY
2/13/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
2/15/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,WARNING ISSUED,46.2-873,MOV6463I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
2/17/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-821,SIG6553I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
2/27/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
2/28/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/17/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/17/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/22/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,UNKNOWN,HISPANIC OR LATINO,31,MALE,NO,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/23/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-818.2A,MOV6588I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/23/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,NO,CITATION/SUMMONS,46.2-646,REG6751I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/30/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/30/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,UNKNOWN,31,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/30/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/30/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-878,MOV6481I9,NO,NO,,NO,OUT OF STATE RESIDENT
3/30/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,UNKNOWN,HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-878,MOV6481I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/30/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-875,,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/31/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,OTHER INDIVIDUAL,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,ARREST,18.2-57.2,ASL1315M1,YES,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/1/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,WARNING ISSUED,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/2/2023,Charlottesville Police Department,CHARLOTTESVILLE,EQUIPMENT VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-301,LIC6862M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/7/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,MALE,NO,WARNING ISSUED,46.2-646,REG6751I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
4/13/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-302,LIC6811M2,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/24/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-1158,REG6695S9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/29/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,WARNING ISSUED,46.2-1011,LIG6904I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
5/4/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-862(i),REC6646M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
5/6/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-878.2,MOV6475I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
5/13/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,HISPANIC OR LATINO,31,MALE,YES,WARNING ISSUED,46.2-715,REG6715I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
5/17/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,WARNING ISSUED,46.2-833,SIG6554I9,NO,NO,,NO,OUT OF STATE RESIDENT
5/23/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
5/30/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,UNKNOWN,HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
6/1/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OUT OF STATE RESIDENT
6/7/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
6/9/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OUT OF STATE RESIDENT
6/14/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
6/16/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-301,LIC6862M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
6/18/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-816,MOV6426I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
6/19/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-646,REG6751I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
7/1/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,WARNING ISSUED,46.2-1030(B),LIG6903I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/3/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-878,MOV6481I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/5/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,MALE,YES,WARNING ISSUED,46.2-613(A)(1),REG6725I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/15/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,ASIAN OR NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,NOT HISPANIC OR LATINO,31,MALE,YES,WARNING ISSUED,46.2-830,SIG6552I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/17/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/21/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OUT OF STATE RESIDENT
7/21/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,WARNING ISSUED,46.2-1030(B),LIG6903I9,NO,NO,,NO,OUT OF STATE RESIDENT
7/22/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,FEMALE,YES,WARNING ISSUED,46.2-878,MOV6481I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/24/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
7/30/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-301,LIC6866M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/9/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,HISPANIC OR LATINO,31,MALE,NO,WARNING ISSUED,46.2-833,SIG6554I9,NO,NO,,NO,UNKNOWN
10/16/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,WARNING ISSUED,46.2-833,SIG6554I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
10/22/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,WARNING ISSUED,46.2-804,SIG6548I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/23/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,MALE,YES,WARNING ISSUED,46.2-826,MOV6457I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/24/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
11/3/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
11/4/2023,Charlottesville Police Department,CHARLOTTESVILLE,WARRANT SERVICE,OTHER INDIVIDUAL,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,ARREST,18.2-456(6),CON5035S9,YES,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
11/7/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,FEMALE,YES,WARNING ISSUED,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
11/17/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/22/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,WARNING ISSUED,46.2-830,SIG6552I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
11/23/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-646,REG6751I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/24/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,FEMALE,YES,WARNING ISSUED,46.2-804,SIG6548I9,NO,NO,,NO,OUT OF STATE RESIDENT
11/27/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/27/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-830,SIG6552I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/29/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-830,SIG6552I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
12/6/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,UNKNOWN,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
12/8/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OUT OF STATE RESIDENT
12/12/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,31,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OUT OF STATE RESIDENT
7/1/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,HISPANIC OR LATINO,32,FEMALE,,WARNING ISSUED,46.2-806,,NO,NO,NO,,
8/6/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,HISPANIC OR LATINO,32,FEMALE,,CITATION/SUMMONS,46.2-300,,NO,NO,NO,,
8/6/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,HISPANIC OR LATINO,32,FEMALE,,CITATION/SUMMONS,46.2-300,,NO,NO,NO,,
8/19/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,32,MALE,,WARNING ISSUED,46.2-646,,NO,NO,NO,,
8/27/2020,Charlottesville Police Department,CHARLOTTESVILLE,EQUIPMENT VIOLATION,,WHITE,NOT HISPANIC OR LATINO,32,FEMALE,,NO ENFORCEMENT ACTION,46.2-1014,,NO,NO,NO,,
9/2/2020,Charlottesville Police Department,CHARLOTTESVILLE,EQUIPMENT VIOLATION,,ASIAN OR NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,NOT HISPANIC OR LATINO,32,MALE,,WARNING ISSUED,46.2-613,,NO,NO,NO,,
9/9/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,32,FEMALE,,WARNING ISSUED,46.2-833,,NO,NO,NO,,
10/9/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,32,FEMALE,,CITATION/SUMMONS,46.2-875,,NO,NO,NO,,
10/22/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,32,FEMALE,,CITATION/SUMMONS,46.2-875,,NO,NO,NO,,
11/8/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,32,MALE,,WARNING ISSUED,46.2-862,,NO,NO,NO,,
11/16/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,32,MALE,,CITATION/SUMMONS,46.2-875,,NO,NO,NO,,
11/20/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,32,FEMALE,,WARNING ISSUED,46.2-646,,NO,NO,NO,,
11/24/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,32,MALE,,WARNING ISSUED,46.2-875,,NO,NO,NO,,
12/20/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,HISPANIC OR LATINO,32,MALE,,WARNING ISSUED,46.2-875,,NO,NO,NO,,
12/26/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,32,FEMALE,,WARNING ISSUED,46.2-875,,NO,NO,NO,,
1/2/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,UNKNOWN,32,MALE,,WARNING ISSUED,46.2-862,,NO,NO,NO,,
1/8/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,32,FEMALE,,CITATION/SUMMONS,46.2-875,,NO,NO,NO,,
1/12/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,32,FEMALE,,WARNING ISSUED,46.2-821,,NO,NO,NO,,
1/17/2021,Charlottesville Police Department,CHARLOTTESVILLE,EQUIPMENT VIOLATION,,ASIAN OR NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,NOT HISPANIC OR LATINO,32,MALE,,WARNING ISSUED,46.2-1003,,NO,NO,NO,,
2/7/2021,Charlottesville Police Department,CHARLOTTESVILLE,EQUIPMENT VIOLATION,,BLACK OR AFRICAN AMERICAN,UNKNOWN,32,MALE,,WARNING ISSUED,46.2-1030,,NO,NO,NO,,
2/9/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,32,MALE,,CITATION/SUMMONS,46.2-816,,NO,NO,NO,,
2/21/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,32,FEMALE,,CITATION/SUMMONS,46.2-646,,NO,NO,NO,,
2/24/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,32,FEMALE,,WARNING ISSUED,46.2-646,,NO,NO,NO,,
3/3/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,UNKNOWN,32,MALE,,CITATION/SUMMONS,46.2-646,,NO,NO,NO,,
3/16/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,32,MALE,,CITATION/SUMMONS,46.2-875,,NO,NO,NO,,
3/22/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,32,MALE,,CITATION/SUMMONS,46.2-816,,NO,NO,NO,,
3/29/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,ASIAN OR NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,UNKNOWN,32,MALE,,CITATION/SUMMONS,46.2-875,,NO,NO,NO,,
3/29/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,ASIAN OR NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,UNKNOWN,32,MALE,,CITATION/SUMMONS,46.2-875,,NO,NO,NO,,
4/12/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,32,MALE,,CITATION/SUMMONS,46.2-707,,NO,NO,NO,,
4/28/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,UNKNOWN,32,MALE,,CITATION/SUMMONS,46.2-875,,NO,NO,NO,,
5/6/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,UNKNOWN,32,MALE,,CITATION/SUMMONS,46.2-1157,,NO,NO,NO,,
5/25/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,32,MALE,,CITATION/SUMMONS,46.2-1158,,NO,NO,NO,,
5/26/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,32,FEMALE,,CITATION/SUMMONS,46.2-875,,NO,NO,NO,,
6/1/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,UNKNOWN,UNKNOWN,32,MALE,,CITATION/SUMMONS,46.2-816,,NO,NO,NO,,
6/2/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,32,FEMALE,,CITATION/SUMMONS,46.2-816,,NO,NO,NO,,
6/3/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,32,MALE,,CITATION/SUMMONS,46.2-873,,NO,NO,NO,,
6/22/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,UNKNOWN,32,MALE,,CITATION/SUMMONS,46.2-1158,,NO,NO,NO,,
6/22/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,UNKNOWN,32,MALE,,CITATION/SUMMONS,46.2-646,,NO,NO,NO,,
6/22/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,UNKNOWN,32,MALE,,CITATION/SUMMONS,46.2-722,,NO,NO,NO,,
6/24/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,32,MALE,,CITATION/SUMMONS,46.2-816,,NO,NO,NO,,
6/30/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,UNKNOWN,UNKNOWN,32,FEMALE,,CITATION/SUMMONS,46.2-825,,NO,NO,NO,,
6/30/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,HISPANIC OR LATINO,32,MALE,,CITATION/SUMMONS,46.2-875,,NO,NO,NO,,
