_id,STOP_DATE,AGENCY NAME,LOCATION,JURISDICTION,REASON FOR STOP,PERSON TYPE,RACE,ETHNICITY,AGE,GENDER,ENGLISH SPEAKING,ACTION TAKEN,SPECIFIC VIOLATION,VIRGINIA CRIME CODE,PERSON SEARCHED,VEHICLE SEARCHED,ADDITIONAL ARREST,FORCE USED BY OFFICER,FORCE USED BY SUBJECT,RESIDENCY,VIOLATION TYPE
613428,11/26/2024 0:00,Charlottesville Police Department,900 MONTICELLO AVE,Charlottesville (103),Traffic Violation,Driver,Unknown,Hispanic or Latino,26,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
613429,11/26/2024 0:00,Charlottesville Police Department,800 HARRIS ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,25,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613430,11/26/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,49,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613431,11/27/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,60,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
613432,11/7/2024 0:00,Charlottesville Police Department,900 ELLIOTT AVE,Charlottesville (103),Traffic Violation,Driver,White,Unknown,26,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613433,11/27/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,35,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613434,11/27/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,20,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
613435,11/27/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,27,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613436,11/21/2024 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,44,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
613437,11/20/2024 0:00,Charlottesville Police Department,2000 GREENBRIER DR,Charlottesville (103),Traffic Violation,Driver,Unknown,Non-Hispanic or Latino,29,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
613438,11/21/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,22,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
613439,11/20/2024 0:00,Charlottesville Police Department,400 ELLIOTT AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,47,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613440,11/20/2024 0:00,Charlottesville Police Department,400 ELLIOTT AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,32,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613441,11/20/2024 0:00,Charlottesville Police Department,400 ELLIOTT AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,41,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
613442,11/21/2024 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,53,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613443,11/21/2024 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,39,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
613444,11/21/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,24,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
613445,11/21/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,24,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
613446,11/21/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,19,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
613447,11/21/2024 0:00,Charlottesville Police Department,EMMET ST N AT 250 BYPASS OFF RAMP,Charlottesville (103),Accident,Driver,White,Non-Hispanic or Latino,53,Female,N,Citation/Summons,46.2-833,,N,N,,N,N,Resident of city/county of stop,
613448,11/23/2024 0:00,Charlottesville Police Department,EMMET AT BARRACKS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,70,Female,Y,Citation/Summons,46.2-833,,N,N,,N,N,Other Virginia jurisdiction resident,
613449,11/18/2024 0:00,Charlottesville Police Department,PRESTON AT ROSE HILL,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,26,Male,Y,Warning Issued,46.2-833,,N,N,,N,N,Out of State resident,
613450,11/5/2024 0:00,Charlottesville Police Department,ROSE HILL DR AT PRESTON AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,31,Male,Y,Warning Issued,46.2-833,,N,N,,N,N,Resident of city/county of stop,
613451,11/12/2024 0:00,Charlottesville Police Department,AVON ST,Charlottesville (103),Accident,Driver,Black or African American,Non-Hispanic or Latino,34,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Resident of city/county of stop,
613452,11/20/2024 0:00,Charlottesville Police Department,EMMET ST N AT BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,50,Female,Y,Citation/Summons,46.2-833,,N,N,,N,N,Resident of city/county of stop,
613453,11/18/2024 0:00,Charlottesville Police Department,500 250 BYP,Charlottesville (103),Traffic Violation,Driver,Unknown,Unknown,21,Male,Y,Citation/Summons,46.2-846,,N,N,,N,N,Resident of city/county of stop,
613454,11/18/2024 0:00,Charlottesville Police Department,,Charlottesville (103),Traffic Violation,Driver,American Indian or Alaska Native,Hispanic or Latino,23,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Other Virginia jurisdiction resident,
613455,11/26/2024 0:00,Charlottesville Police Department,1200 RUGBY,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,19,Male,Y,Warning Issued,46.2-833,,N,N,,N,N,Resident of city/county of stop,
613456,11/1/2024 0:00,Charlottesville Police Department,UNIVERSITY AVE  AT RUGBY RD,Charlottesville (103),Traffic Violation,Driver,Black or African American,Unknown,23,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Other Virginia jurisdiction resident,
613457,11/11/2024 0:00,Charlottesville Police Department,RIVER RD AT LONG ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,47,Male,Y,Warning Issued,46.2-833,,N,N,,N,N,Other Virginia jurisdiction resident,
613458,11/22/2024 0:00,Charlottesville Police Department,1700 CHERRY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,47,Male,Y,Citation/Summons,46.2-830,,N,N,,N,N,Other Virginia jurisdiction resident,
613459,11/25/2024 0:00,Charlottesville Police Department,HYDRAULIC RD AT HILLSDALE DR,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,37,Male,Y,Citation/Summons,46.2-830,,N,N,,N,N,Resident of city/county of stop,
613460,11/22/2024 0:00,Charlottesville Police Department,2500 WILLARD DR,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,42,Female,Y,Citation/Summons,46.2-830,,N,N,,N,N,Resident of city/county of stop,
613461,11/22/2024 0:00,Charlottesville Police Department,1700 CHERRY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,38,Male,Y,Citation/Summons,46.2-830,,N,N,,N,N,Resident of city/county of stop,
613462,11/22/2024 0:00,Charlottesville Police Department,1700 CHERRY AVE,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,36,Male,Y,Citation/Summons,46.2-830,,N,N,,N,N,Out of State resident,
613463,11/3/2024 0:00,Charlottesville Police Department,PRESTON AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,63,Male,Y,Warning Issued,46.2-833,,N,N,,N,N,Resident of city/county of stop,
613464,11/10/2024 0:00,Charlottesville Police Department,W MAIN ST AT RIDGE MCINTIRE RD,Charlottesville (103),Traffic Violation,Driver,Black or African American,Hispanic or Latino,32,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Resident of city/county of stop,
613465,11/2/2024 0:00,Charlottesville Police Department,9TH ST NE,Charlottesville (103),Terry Stop,Driver,White,Non-Hispanic or Latino,63,Female,Y,Warning Issued,46.2-833,,N,N,,N,N,Other Virginia jurisdiction resident,
613466,11/5/2024 0:00,Charlottesville Police Department,BOLLING AVE  AT AVON ST,Charlottesville (103),Traffic Violation,Driver,White,Unknown,30,Male,Y,Citation/Summons,46.2-830,,N,N,,N,N,Resident of city/county of stop,
613467,11/1/2024 0:00,Charlottesville Police Department,1200 HARRIS ST,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,23,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Other Virginia jurisdiction resident,
613468,11/3/2024 0:00,Charlottesville Police Department,WERTLAND ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,20,Female,Y,Warning Issued,46.2-849,,N,N,,N,N,Resident of city/county of stop,
613469,11/6/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,64,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613470,11/6/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,Unknown,Non-Hispanic or Latino,38,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
613471,11/6/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,20,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
613472,11/5/2024 0:00,Charlottesville Police Department,1500 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,63,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613473,11/5/2024 0:00,Charlottesville Police Department,1500 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,31,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
613474,11/7/2024 0:00,Charlottesville Police Department,2200 GREENBRIER DR,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,53,Female,Y,Citation/Summons,46.2-874,,N,Y,,N,N,Resident of city/county of stop,
613475,11/8/2024 0:00,Charlottesville Police Department,2000 GREENBRIER DR,Charlottesville (103),Traffic Violation,Driver,Unknown,Non-Hispanic or Latino,29,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613476,11/7/2024 0:00,Charlottesville Police Department,2000 GREENBRIER DR,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,34,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
613477,11/6/2024 0:00,Charlottesville Police Department,2000 GREENBRIER DR,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,75,Female,Y,Warning Issued,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613478,11/7/2024 0:00,Charlottesville Police Department,300 MEADE AVE,Charlottesville (103),Traffic Violation,Driver,Unknown,Hispanic or Latino,18,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
613479,11/5/2024 0:00,Charlottesville Police Department,1500 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,20,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
613480,11/20/2024 0:00,Charlottesville Police Department,E MARKET ST  AT 4TH ST NE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,39,Male,Y,Citation/Summons,46.2-859,,N,N,,N,N,Resident of city/county of stop,
613481,11/4/2024 0:00,Charlottesville Police Department,1000 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,58,Male,Y,Citation/Summons,46.2-862(I),,N,N,,N,N,Resident of city/county of stop,
613482,11/8/2024 0:00,Charlottesville Police Department,1300 E MARKET ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,42,Female,Y,Citation/Summons,46.2-852,,N,N,,N,N,Resident of city/county of stop,
613483,11/4/2024 0:00,Charlottesville Police Department,6TH ST/GARRET ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,58,Male,Y,Warning Issued,46.2-849,,N,N,,N,N,Resident of city/county of stop,
613484,11/24/2024 0:00,Charlottesville Police Department,EMMET ST N,Charlottesville (103),Traffic Violation,Driver,Unknown,Non-Hispanic or Latino,21,Male,Y,Warning Issued,46.2-852,,N,N,,N,N,Resident of city/county of stop,
613485,11/5/2024 0:00,Charlottesville Police Department,1500 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,45,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613486,11/5/2024 0:00,Charlottesville Police Department,1500 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,60,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
613487,11/4/2024 0:00,Charlottesville Police Department,1500 CHERRY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,54,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613488,11/1/2024 0:00,Charlottesville Police Department,900 MONTICELLO AVE,Charlottesville (103),Traffic Violation,Driver,Unknown,Non-Hispanic or Latino,33,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613489,11/4/2024 0:00,Charlottesville Police Department,1100 E HIGH ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,27,Female,N,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
613490,11/14/2024 0:00,Charlottesville Police Department,BYPASS EB AT RUGBY EXIT,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,22,Female,Y,Citation/Summons,46.2-878,,N,N,,N,N,Resident of city/county of stop,
613491,11/14/2024 0:00,Charlottesville Police Department,1100 PRESTON AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,21,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Out of State resident,
613492,11/14/2024 0:00,Charlottesville Police Department,250 WB AT PARK ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,18,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Resident of city/county of stop,
613493,11/14/2024 0:00,Charlottesville Police Department,5TH ST SW AT HARRIS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,18,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Resident of city/county of stop,
642271,9/25/2024 0:00,Charlottesville Police Department,LEWIS MOUNTAIN RD AT CAMERON LN,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,30,Male,Y,Citation/Summons,46.2-821,,N,N,,N,N,Other Virginia jurisdiction resident,
642272,9/25/2024 0:00,Charlottesville Police Department,PRESTON AVE AT 4TH ST NW,Charlottesville (103),Traffic Violation,Passenger,Black or African American,Non-Hispanic or Latino,65,Male,Y,Warning Issued,46.2-1013,,N,N,,N,N,Resident of city/county of stop,
642273,9/25/2024 0:00,Charlottesville Police Department,250 BYPASS AT HYDRAULIC RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,81,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Other Virginia jurisdiction resident,
642274,9/25/2024 0:00,Charlottesville Police Department,LEWIS MOUNTAIN RD AT CAMERON LN,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,21,Male,Y,Citation/Summons,46.2-821,,N,N,,N,N,Other Virginia jurisdiction resident,
642275,9/25/2024 0:00,Charlottesville Police Department,UNIVERSITY AVE AT HOSPITAL DR,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,50,Male,Y,Warning Issued,46.2-300,,N,N,,N,N,Other Virginia jurisdiction resident,
642276,9/26/2024 0:00,Charlottesville Police Department,900 MONTICELLO AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,58,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
642277,9/26/2024 0:00,Charlottesville Police Department,1500 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,25,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
642278,9/25/2024 0:00,Charlottesville Police Department,800 DRUID AVE,Charlottesville (103),Equipment Violation,Driver,White,Non-Hispanic or Latino,31,Male,Y,Warning Issued,46.2-1030(B),,N,N,,N,N,Out of State resident,
642279,9/26/2024 0:00,Charlottesville Police Department,900 ELLIOTT AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,37,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
642280,9/25/2024 0:00,Charlottesville Police Department,MONTICELLO AVE AT 2ND ST NE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,54,Male,Y,Citation/Summons,46.2-300,,N,N,,N,N,Resident of city/county of stop,
642281,9/25/2024 0:00,Charlottesville Police Department,JEFFERSON PARK AVE AT OLD LYNCHBURG RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,25,Female,Y,Warning Issued,46.2-821,,N,N,,N,N,Out of State resident,
642282,9/24/2024 0:00,Charlottesville Police Department,250 BYPASS AT PARK ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,61,Female,Y,Warning Issued,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
642283,9/23/2024 0:00,Charlottesville Police Department,W MAIN ST AT WATER ST,Charlottesville (103),Equipment Violation,Driver,White,Non-Hispanic or Latino,31,Male,Y,Warning Issued,46.2-646,,N,N,,N,N,Resident of city/county of stop,
642284,9/25/2024 0:00,Charlottesville Police Department,JEFFERSON PARK AVE AT OLD LYNCHBURG RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,61,Male,Y,Warning Issued,46.2-821,,N,N,,N,N,Other Virginia jurisdiction resident,
642285,9/25/2024 0:00,Charlottesville Police Department,1000 EMMET ST N,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,27,Male,Y,Citation/Summons,46.2-818.2(C),,N,N,,N,N,Other Virginia jurisdiction resident,
642286,9/25/2024 0:00,Charlottesville Police Department,250 BYPASS AT RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,56,Male,Y,Warning Issued,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
642287,9/25/2024 0:00,Charlottesville Police Department,EMMET,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,85,Male,Y,Warning Issued,46.2-301,,N,N,,N,N,Resident of city/county of stop,
642288,9/25/2024 0:00,Charlottesville Police Department,EMMET ST N AT WISE ST,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,39,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Other Virginia jurisdiction resident,
642289,9/26/2024 0:00,Charlottesville Police Department,EMMET ST N AT BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,45,Male,Y,Warning Issued,46.2-833,,N,N,,N,N,Out of State resident,
642290,9/26/2024 0:00,Charlottesville Police Department,250 BYPASS AT LANDONIA CIR,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,60,Male,Y,Warning Issued,46.2-818.2(C),,N,N,,N,N,Resident of city/county of stop,
642291,9/26/2024 0:00,Charlottesville Police Department,CARLTON AVE AT RIVES ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,23,Female,Y,Warning Issued,46.2-821,,N,N,,Y,Y,Resident of city/county of stop,
642292,9/26/2024 0:00,Charlottesville Police Department,UNIVERSITY AVE AT 14TH ST NW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,19,Male,Y,Warning Issued,46.2-833,,N,N,,N,N,Out of State resident,
642293,9/26/2024 0:00,Charlottesville Police Department,300 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,18,Male,Y,Citation/Summons,46.2-1049,,N,N,,N,N,Other Virginia jurisdiction resident,
642294,9/26/2024 0:00,Charlottesville Police Department,JEFFERSON PARK AVE AT OLD LYNCHBURG RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,19,Male,N,Warning Issued,46.2-821,,N,N,,N,N,Other Virginia jurisdiction resident,
642295,9/27/2024 0:00,Charlottesville Police Department,900 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,26,Male,Y,Warning Issued,46.2-875,,N,N,,N,N,Resident of city/county of stop,
642296,9/26/2024 0:00,Charlottesville Police Department,250 BYPASS AT RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,25,Female,Y,Warning Issued,46.2-862(I),,N,N,,N,N,Other Virginia jurisdiction resident,
642297,9/26/2024 0:00,Charlottesville Police Department,E MARKET ST AT 9TH ST NE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,38,Male,Y,Warning Issued,46.2-1013,,N,N,,N,N,Resident of city/county of stop,
642298,9/26/2024 0:00,Charlottesville Police Department,1600 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,Unknown,Hispanic or Latino,22,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
642299,9/26/2024 0:00,Charlottesville Police Department,1500 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,39,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
642300,9/26/2024 0:00,Charlottesville Police Department,1500 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,19,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
642301,9/26/2024 0:00,Charlottesville Police Department,1600 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,44,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
642302,9/26/2024 0:00,Charlottesville Police Department,1600 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,69,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
642303,9/26/2024 0:00,Charlottesville Police Department,PRESTON AT 4TH STREET,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,22,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Out of State resident,
642304,9/26/2024 0:00,Charlottesville Police Department,700 MCINTIRE RD,Charlottesville (103),Equipment Violation,Driver,White,Non-Hispanic or Latino,20,Male,Y,Warning Issued,46.2-1030(B),,N,N,,N,N,Other Virginia jurisdiction resident,
642305,9/26/2024 0:00,Charlottesville Police Department,ROOSEVELT BROWN BLVD AT LEE ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,30,Male,Y,Warning Issued,46.2-804,,N,N,,N,N,Other Virginia jurisdiction resident,
642306,9/26/2024 0:00,Charlottesville Police Department,JOHN W WARNER PKWY AT MELBOURNE RD,Charlottesville (103),Terry Stop,Driver,Black or African American,Non-Hispanic or Latino,20,Female,Y,Warning Issued,46.2-300,,N,N,,N,N,Resident of city/county of stop,
642307,9/24/2024 0:00,Charlottesville Police Department,250 BYPASS AT LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,35,Male,Y,Warning Issued,46.2-875,,N,N,,N,N,Resident of city/county of stop,
642308,9/20/2024 0:00,Charlottesville Police Department,EMMET AT EARHARDT,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,29,Male,N,Citation/Summons,46.2-300,,N,N,,N,N,Resident of city/county of stop,
642309,9/20/2024 0:00,Charlottesville Police Department,RIDGE/MCINTIRE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,66,Female,Y,Citation/Summons,46.2-300,,N,N,,N,N,Resident of city/county of stop,
642310,9/20/2024 0:00,Charlottesville Police Department,PRESTON AT HARRIS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,42,Female,Y,Warning Issued,46.2-1030(B),,N,N,,N,N,Resident of city/county of stop,
642311,9/20/2024 0:00,Charlottesville Police Department,RIDGE ST AT MONTICELLO AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,29,Female,Y,Warning Issued,46.2-613(A)(1),,N,N,,N,N,Resident of city/county of stop,
642312,9/21/2024 0:00,Charlottesville Police Department,MEADOWBROOK,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,20,Female,Y,Warning Issued,46.2-646,,N,N,,N,N,Other Virginia jurisdiction resident,
642313,9/21/2024 0:00,Charlottesville Police Department,EMMET ST N AT WISE ST,Charlottesville (103),Traffic Violation,Driver,Unknown,Unknown,49,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Resident of city/county of stop,
642314,9/22/2024 0:00,Charlottesville Police Department,CHANCELLOR ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,20,Male,Y,Warning Issued,46.2-806,,N,N,,N,N,Resident of city/county of stop,
642315,9/21/2024 0:00,Charlottesville Police Department,BARRACKS RD AT MILLMONT ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,24,Male,Y,Warning Issued,46.2-716,,N,N,,N,N,Other Virginia jurisdiction resident,
642316,9/15/2024 0:00,Charlottesville Police Department,KING MOUNTAIN RD AT BRANDYWINE DR,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,30,Male,Y,Warning Issued,46.2-821,,N,N,,N,N,Other Virginia jurisdiction resident,
642317,9/20/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,18,Male,Y,Citation/Summons,46.2-862(I),,N,N,,N,N,Other Virginia jurisdiction resident,
